sequenceID,decisionClass,publicationBucket,exportState,supported,referenceContext,publication,topHit,competitorCount,lcaSafeRank,barcodeGapStatus,barcodeGap,diagnosticKmerStatus,diagnosticKmerSupport,markerProfile,rationale,notSupported,boundaryText
ADV100-024-weak_coverage_short_fragment,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-025-weak_coverage_short_fragment,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-026-weak_coverage_short_fragment,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-027-weak_coverage_short_fragment,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-028-weak_coverage_short_fragment,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-029-weak_coverage_short_fragment,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-030-weak_coverage_short_fragment,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-031-no_match_novel_lineage,no-match,repair_required,review_only,No taxonomic claim from the supplied reference evidence.,COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,,0,none,not_evaluated,,not_evaluated,0,coi_full_barcode,"Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","No taxonomic claim from the supplied reference evidence. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-032-no_match_novel_lineage,no-match,repair_required,review_only,No taxonomic claim from the supplied reference evidence.,COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,,0,none,not_evaluated,,not_evaluated,0,coi_full_barcode,"Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","No taxonomic claim from the supplied reference evidence. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-033-no_match_novel_lineage,no-match,repair_required,review_only,No taxonomic claim from the supplied reference evidence.,COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,,0,none,not_evaluated,,not_evaluated,0,coi_full_barcode,"Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","No taxonomic claim from the supplied reference evidence. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-034-no_match_novel_lineage,no-match,repair_required,review_only,No taxonomic claim from the supplied reference evidence.,COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,,0,none,not_evaluated,,not_evaluated,0,coi_full_barcode,"Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","No taxonomic claim from the supplied reference evidence. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-035-no_match_novel_lineage,no-match,repair_required,review_only,No taxonomic claim from the supplied reference evidence.,COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,,0,none,not_evaluated,,not_evaluated,0,coi_full_barcode,"Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","No taxonomic claim from the supplied reference evidence. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-036-no_match_novel_lineage,no-match,repair_required,review_only,No taxonomic claim from the supplied reference evidence.,COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,,0,none,not_evaluated,,not_evaluated,0,coi_full_barcode,"Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","No taxonomic claim from the supplied reference evidence. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-037-no_match_novel_lineage,no-match,repair_required,review_only,No taxonomic claim from the supplied reference evidence.,COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,,0,none,not_evaluated,,not_evaluated,0,coi_full_barcode,"Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","No taxonomic claim from the supplied reference evidence. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-038-no_match_novel_lineage,no-match,repair_required,review_only,No taxonomic claim from the supplied reference evidence.,COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,,0,none,not_evaluated,,not_evaluated,0,coi_full_barcode,"Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","No taxonomic claim from the supplied reference evidence. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-039-no_match_novel_lineage,no-match,repair_required,review_only,No taxonomic claim from the supplied reference evidence.,COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,,0,none,not_evaluated,,not_evaluated,0,coi_full_barcode,"Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","No taxonomic claim from the supplied reference evidence. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-040-no_match_novel_lineage,no-match,repair_required,review_only,No taxonomic claim from the supplied reference evidence.,COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,,0,none,not_evaluated,,not_evaluated,0,coi_full_barcode,"Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","No taxonomic claim from the supplied reference evidence. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit no top hit at identity=None, coverage=None; 0 indistinguishable taxon candidate(s) collapse to none No match; barcode gap=not_evaluated (None); diagnostic k-mer=not_evaluated support=0, p_false_positive=None; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-041-metadata_blocked_taxonomy_safe,not-publishable,repair_required,evidence_publishable_repair_required,Review-only candidate at species rank: Aedes albopictus.,COI Animals / BOLD public clustered reference,"Taxonomy is bounded as safe, but publication repair is required before Darwin Core or DNA-derived export.",Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.6, coverage=96.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=False, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only candidate at species rank: Aedes albopictus. Taxonomy is bounded as safe, but publication repair is required before Darwin Core or DNA-derived export. Evidence path: top hit Aedes albopictus at identity=99.6, coverage=96.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=False, dna=True, assay=True."
ADV100-042-metadata_blocked_taxonomy_safe,not-publishable,repair_required,evidence_publishable_repair_required,Review-only candidate at species rank: Aedes albopictus.,COI Animals / BOLD public clustered reference,"Taxonomy is bounded as safe, but publication repair is required before Darwin Core or DNA-derived export.",Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.6, coverage=96.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=False, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only candidate at species rank: Aedes albopictus. Taxonomy is bounded as safe, but publication repair is required before Darwin Core or DNA-derived export. Evidence path: top hit Aedes albopictus at identity=99.6, coverage=96.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=False, dna=True, assay=True."
ADV100-043-metadata_blocked_taxonomy_safe,not-publishable,repair_required,evidence_publishable_repair_required,Review-only candidate at species rank: Aedes albopictus.,COI Animals / BOLD public clustered reference,"Taxonomy is bounded as safe, but publication repair is required before Darwin Core or DNA-derived export.",Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.6, coverage=96.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=False, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only candidate at species rank: Aedes albopictus. Taxonomy is bounded as safe, but publication repair is required before Darwin Core or DNA-derived export. Evidence path: top hit Aedes albopictus at identity=99.6, coverage=96.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=False, dna=True, assay=True."
ADV100-044-metadata_blocked_taxonomy_safe,not-publishable,repair_required,evidence_publishable_repair_required,Review-only candidate at species rank: Aedes albopictus.,COI Animals / BOLD public clustered reference,"Taxonomy is bounded as safe, but publication repair is required before Darwin Core or DNA-derived export.",Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.6, coverage=96.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=False, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only candidate at species rank: Aedes albopictus. Taxonomy is bounded as safe, but publication repair is required before Darwin Core or DNA-derived export. Evidence path: top hit Aedes albopictus at identity=99.6, coverage=96.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=False, dna=True, assay=True."
ADV100-045-metadata_blocked_taxonomy_safe,not-publishable,repair_required,evidence_publishable_repair_required,Review-only candidate at species rank: Aedes albopictus.,COI Animals / BOLD public clustered reference,"Taxonomy is bounded as safe, but publication repair is required before Darwin Core or DNA-derived export.",Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.6, coverage=96.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=False, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only candidate at species rank: Aedes albopictus. Taxonomy is bounded as safe, but publication repair is required before Darwin Core or DNA-derived export. Evidence path: top hit Aedes albopictus at identity=99.6, coverage=96.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=False, dna=True, assay=True."
ADV100-046-metadata_blocked_taxonomy_safe,not-publishable,repair_required,evidence_publishable_repair_required,Review-only candidate at species rank: Aedes albopictus.,COI Animals / BOLD public clustered reference,"Taxonomy is bounded as safe, but publication repair is required before Darwin Core or DNA-derived export.",Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.6, coverage=96.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=False, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only candidate at species rank: Aedes albopictus. Taxonomy is bounded as safe, but publication repair is required before Darwin Core or DNA-derived export. Evidence path: top hit Aedes albopictus at identity=99.6, coverage=96.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=False, dna=True, assay=True."
ADV100-047-metadata_blocked_taxonomy_safe,not-publishable,repair_required,evidence_publishable_repair_required,Review-only candidate at species rank: Aedes albopictus.,COI Animals / BOLD public clustered reference,"Taxonomy is bounded as safe, but publication repair is required before Darwin Core or DNA-derived export.",Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.6, coverage=96.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=False, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only candidate at species rank: Aedes albopictus. Taxonomy is bounded as safe, but publication repair is required before Darwin Core or DNA-derived export. Evidence path: top hit Aedes albopictus at identity=99.6, coverage=96.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=False, dna=True, assay=True."
