sequenceID,decisionClass,publicationBucket,exportState,supported,referenceContext,publication,topHit,competitorCount,lcaSafeRank,barcodeGapStatus,barcodeGap,diagnosticKmerStatus,diagnosticKmerSupport,markerProfile,rationale,notSupported,boundaryText
COMP100-024-species_safe,species-safe,publishable_candidate,dwc_template_ready,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.6, coverage=96.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.6, coverage=96.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-025-species_safe,species-safe,publishable_candidate,dwc_template_ready,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.6, coverage=96.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.6, coverage=96.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-026-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-027-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-028-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-029-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-030-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-031-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-032-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-033-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-034-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-035-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-036-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-037-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-038-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-039-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-040-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-041-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-042-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-043-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-044-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-045-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-046-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
