sequenceID,blocker.kind,severity,field,blocker,action,unlockable,taxonomicStatus,publicationBucket,exportState
COMP100-095-metadata_blocked,occurrence_core,hard,occurrenceID,publication blocked: missing required Occurrence core field occurrenceID,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
COMP100-095-metadata_blocked,occurrence_core,hard,eventDate,publication blocked: missing required Occurrence core field eventDate,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
COMP100-096-metadata_blocked,occurrence_core,hard,occurrenceID,publication blocked: missing required Occurrence core field occurrenceID,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
COMP100-096-metadata_blocked,occurrence_core,hard,eventDate,publication blocked: missing required Occurrence core field eventDate,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
COMP100-097-metadata_blocked,occurrence_core,hard,occurrenceID,publication blocked: missing required Occurrence core field occurrenceID,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
COMP100-097-metadata_blocked,occurrence_core,hard,eventDate,publication blocked: missing required Occurrence core field eventDate,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
COMP100-098-metadata_blocked,occurrence_core,hard,occurrenceID,publication blocked: missing required Occurrence core field occurrenceID,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
COMP100-098-metadata_blocked,occurrence_core,hard,eventDate,publication blocked: missing required Occurrence core field eventDate,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
COMP100-099-metadata_blocked,occurrence_core,hard,occurrenceID,publication blocked: missing required Occurrence core field occurrenceID,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
COMP100-099-metadata_blocked,occurrence_core,hard,eventDate,publication blocked: missing required Occurrence core field eventDate,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
COMP100-100-metadata_blocked,occurrence_core,hard,occurrenceID,publication blocked: missing required Occurrence core field occurrenceID,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
COMP100-100-metadata_blocked,occurrence_core,hard,eventDate,publication blocked: missing required Occurrence core field eventDate,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
